,SCs,Tc
3077,Zr1Ru0.99Rh0.01P1,10.1
3078,Mo0.2W0.8C1,10.1
3079,La1Fe0.9975Mn0.0025As1F0.11O0.89,10.1
3080,V2.865Fe0.135Ga1,10.1
3081,Nb0.68Zr0.32,10.05
3082,Y2I1.25Br0.75C2,10.05
3083,La1Fe0.99Zn0.01As1O0.85,10.04
3084,Fe1Se0.1Te0.9,10.03333333
3085,Nb0.75Ti0.25,10.02
3086,Y0.75Tb0.25Ni2B2C1,10.02
3087,Fe1Se0.8S0.2,10.015
3088,Nd0.65Pr0.35Ba1Ca1Cu3O7,10
3089,Ga0.21V0.79,10
3090,Ba0.825K0.175Fe2As2,10
3091,Dy1Ba2Cu2.7Fe0.3O6.96,10
3092,Y0.5Pr0.5Ba2Cu3O6.965,10
3093,Gd1Ba1.65Pr0.35Cu3O6.97,10
3094,Ba0.88K0.12Fe2As2,10
3095,Ho0.45Lu0.55Ni2B2C1,10
3096,Y1Ba2Cu2.91Zn0.09O6.65,10
3097,C1.35Y1,10
3098,Mo0.75Re0.25,10
3099,Ba0.823K0.177Fe2As2,10
3100,Fe0.95Co0.05Se1,10
3101,Y0.71Er0.29Rh4B4,10
3102,La1.78Sr0.22Cu0.985Zn0.015O4,10
3103,Ba1.6Sr0.4Yb1Cu3O6.48,10
3104,Nd1Fe0.8Rh0.2As1O1,10
3105,Ta0.6W0.4C1,10
3106,Fe1Te0.9S0.1,10
3107,Hf0.6Zr0.4V2,9.97
3108,Zr0.3Hf0.7V2,9.96
3109,Y0.85Gd0.15Ni2B2C1,9.95
3110,V2Hf0.9Nb0.1,9.93
3111,Y1Ni1.4Pd0.6B2C1,9.92
3112,Ta0.8W0.2C1,9.92
3113,Zr0.7Hf0.3V2,9.9
3114,Rh0.1Zr0.9,9.9
3115,Hf0.6V2Zr0.4,9.9
3116,Mo0.95Hf0.05C0.68,9.87
3117,Pr1Fe0.9Co0.1As0.7P0.3O1,9.86
3118,Hf0.15Nb0.85,9.85
3119,Ho0.6Lu0.4Ni2B2C1,9.82
3120,V2Hf0.9Ta0.1,9.82
3121,Sr0.66Eu0.34Fe1.76Co0.24As2,9.82
3122,Na1Fe0.995Co0.005As1,9.81
3123,Nb0.25Ta0.75C1,9.8
3124,La1.9Ba0.1Cu0.99Zn0.01O4,9.8
3125,Nb2Sn1V1,9.8
3126,V1Nb2Sn1,9.8
3127,Nd0.8Pr0.2Ba2Cu3O6.75,9.8
3128,Nb0.6Ti0.4,9.8
3129,V3Si0.4Sn0.6,9.8
3130,Ir0.41Nb0.59,9.8
3131,B2Nb0.83,9.77
3132,Zr0.13Hf0.87V2,9.76
3133,Dy0.2Tm0.8Ni2B2C1,9.75
3134,La1Fe1As0.7P0.3O1,9.743333333
3135,Zr1Ru1Si1,9.733333333
3136,Hf0.8Zr0.2V2,9.73
3137,Lu0.87Gd0.13Ni2B2C1,9.715
3138,Ga0.205V0.795,9.7
3139,Ir0.385Nb0.615,9.7
3140,La1.7Ba0.3Cu1O4,9.7
3141,Be0.86Pb0.14,9.7
3142,V3Si0.6Sn0.4,9.7
3143,Y1Ni1.9Co0.1B2C1,9.65
3144,Be0.957Re0.043,9.645
3145,Y0.56Er0.44Rh4B4,9.64
3146,Nb0.9Ti0.1,9.61
3147,K1Bi1O3,9.6
3148,Hf0.1Nb0.9,9.6
3149,Nb3Rh0.02Pt0.98,9.6
3150,Sr1Fe1.82Ni0.18As2,9.6
3151,Sm1Fe0.9Rh0.1As1O1,9.6
3152,Y2I1.2Br0.8C2,9.6
3153,Rh0.17Zr0.83,9.6
3154,Fe1Te0.9Se0.1,9.6
3155,Be0.98Re0.02,9.6
3156,La1.74Sr0.26Cu1O4,9.5875
3157,Fe1Se0.96S0.04,9.58
3158,La1.78Sr0.22Cu0.98Zn0.02O4,9.555
3159,Cd0.1In0.9La3,9.55
3160,La3In0.9Cd0.1,9.55
3161,Hf0.8Ta0.2V2,9.54
3162,Er1Ni1.98Fe0.02B2C1,9.535
3163,Ba0.5K0.5Fe1.9Mn0.1As2,9.53
3164,Hf0.05Nb0.95,9.52
3165,Ba1Fe1.924Co0.076As2,9.505
3166,Nb3Rh0.3Au0.7,9.5
3167,Fe0.99Ni0.01Se0.3Te0.7,9.5
3168,Be0.96Re0.04,9.5
3169,Y0.47Er0.53Rh4B4,9.5
3170,V3Ga0.6Si0.4,9.5
3171,Nd1.85Ce0.15Cu0.96Zn0.04O4,9.5
3172,Sr1Fe1.826Co0.174As2,9.5
3173,La1Bi1S2F0.6O0.4,9.5
3174,Hf0.95Ta0.05V2,9.49
3175,Hf0.9Ta0.1V2,9.49
3176,Hf0.2Nb0.8,9.48
3177,Be22Re0.95W0.05,9.45
3178,Zr0.87Hf0.13V2,9.45
3179,Nb0.35Zr0.65,9.45
3180,K0.8Bi1.2O3,9.45
3181,La3In0.7Al0.3,9.42
3182,Ta0.4W0.6C1,9.41
3183,Nb0.95Ti0.05,9.41
3184,Pr1.87Ce0.13Cu1O4,9.4
3185,Re0.9V0.1,9.4
3186,V3Si0.68Ga0.32,9.4
3187,Nb0.55Ti0.45,9.4
3188,La1.85Sr0.15Cu0.966Ni0.034O4,9.4
3189,Cu0.7Nb0.3,9.39
3190,Bi0.1C1.45Y0.9,9.35
3191,Ba1Fe1.678Ru0.322As2,9.31
3192,Ho0.85Y0.15Ni2B2C1,9.3
3193,Nb0.79Si0.21,9.3
3194,Li1Fe0.98Cu0.02As1,9.3
3195,Nb0.33Ti0.67,9.3
3196,La1.881Ba0.119Cu1O4,9.3
3197,H0.995Pd1,9.275
3198,Nb0.999Y0.001,9.27
3199,Nb0.98Y0.02,9.26
3200,Mo0.23Re0.77,9.25
3201,Be0.99Re0.01,9.25
3202,La1F0.5Bi1S2O0.5,9.25
3203,Ga0.3In0.7La3,9.25
3204,La1.85Ce0.15Cu1O4,9.25
3205,La3In0.7Ga0.3,9.25
3206,Fe0.97Co0.03Se0.3Te0.7,9.24
3207,Nb0.995Ta0.005,9.226
3208,V2Hf0.95Y0.05,9.22
3209,La1.925Ca0.075Cu1O4,9.2
3210,Nd0.75Pr0.25Ba2Cu3O6.85,9.2
3211,Bi1.5Pb0.5Sr1.8La0.2Cu1O5.983,9.2
3212,Be22Re0.95Os0.05,9.2
3213,Be22Re0.99Ru0.01,9.2
3214,Gd0.01Nb0.99,9.19
3215,V2Hf0.9Y0.1,9.19
3216,V2Hf0.9Ti0.1,9.19
3217,Gd0.001Nb0.999,9.18
3218,Ta0.4Mo0.6C1,9.18
3219,N0.003Nb0.997,9.12
3220,Nb0.25Zr0.75,9.116666667
3221,Nb0.18Re0.82,9.116666667
3222,Hf0.99Ta0.01V2,9.11
3223,Nb3Al0.3Ge0.7,9.1
3224,Nd1.85Ce0.15Cu1O4.037,9.1
3225,Mo1.8Rh0.2B1C1,9.1
3226,B2Nb0.84,9.1
3227,Nb0.99Ta0.01,9.079
3228,Nb0.36Ti0.64,9.05
3229,Y0.28Er0.72Rh4B4,9.05
3230,Ta0.462Ti0.538,9.05
3231,Nb0.98Ta0.02,9.02
3232,La1.882Ba0.118Cu1O4,9
3233,Sm1Fe0.94Ni0.06As1O1,9
3234,Y0.4Pr0.6Ba2Cu3O6.95,9
3235,K0.915Bi1.085O3,9
3236,V2.898Mn0.102Ga1,9
3237,Mo0.1W0.9C1,9
3238,Bi2Sr2Ca0.4Y0.6Cu2O8,9
3239,Lu1Th3.4Ru0.6B4,9
3240,C1Hf0.15Mo0.85,9
3241,Nb2.58Ti0.42Al1,9
3242,Pr1.9Ce0.1Cu1O3.98,9
3243,La1.8Sr0.2Cu0.9703Zn0.0297O4,9
3244,Nb0.75Si0.25,9
3245,Dy0.4Tm0.6Ni2B2C1,9
3246,Nd1Fe0.9Co0.1As1F0.11O0.89,9
3247,Be0.62Si0.38,9
3248,Nb0.2Ta0.8C1,9
3249,Nb0.44Ti0.56,8.99
3250,Hf0.4Zr0.6V2,8.98
3251,Ta0.2W0.8C1,8.96
3252,Ba1Fe1.28Ru0.72As2,8.95
3253,Sr1Fe1.85Ni0.15As2,8.93
3254,Mg0.4Al0.6B2,8.925
3255,Y1Ir2Rh2B4,8.92
3256,Hf0.5Nb0.5,8.905
3257,C1Mo0.85Ta0.15,8.9
3258,Nb3Rh0.05Pt0.95,8.9
3259,In0.5La3Tl0.5,8.9
3260,La1.85Sr0.15Cu0.982Co0.018O4,8.9
3261,Ta0.05V2Zr0.95,8.9
3262,Ho0.75Y0.25Ni2B2C1,8.9
3263,La3In0.5Tl0.5,8.9
3264,Nb0.991Ta0.009,8.87
3265,Nb0.96Ta0.04,8.87
3266,Nb0.4Zr0.6,8.86
3267,Lu0.85Er0.15Ru1B2,8.86
3268,Hf0.2Zr0.8V2,8.85
3269,Ho0.75Lu0.25Ni2B2C1,8.81
3270,Mo0.95Hf0.05C0.65,8.81
3271,V2.58Zr0.42Si1,8.8
3272,Bi0.65Pb0.35,8.8
3273,Mo0.85Pt0.15,8.8
3274,La1Fe1As0.2P0.8F0.1O0.9,8.8
3275,La1Nd0.85Ce0.15Cu1O4,8.8
3276,V2Hf0.8Ti0.2,8.8
3277,V3Ge0.9Al0.1,8.8
3278,Bi0.56Pb0.44,8.8
3279,Sr0.57Eu0.43Fe1.76Co0.24As2,8.78
3280,Ho0.8Lu0.2Ni2B2C1,8.77
3281,Lu0.9Er0.1Ru1B2,8.77
3282,Ho0.9Lu0.1Ni2B2C1,8.77
3283,Ho0.95Lu0.05Ni2B2C1,8.77
3284,Nb0.984Ta0.016,8.76
3285,Nb0.94Ta0.06,8.76
3286,Y0.12Er0.88Rh4B4,8.74
3287,Lu0.9Tm0.1Ru1B2,8.72
3288,Ca1Fe0.85Ni0.15As1F1,8.72
3289,Ho0.85Lu0.15Ni2B2C1,8.72
3290,Ho0.7Lu0.3Ni2B2C1,8.72
3291,Zr1Ru1As1,8.716666667
3292,Pr1Fe1As0.2P0.8F0.1O0.9,8.71
3293,V3Ga0.4Si0.6,8.7
3294,V3Si0.6Ge0.4,8.7
3295,Nb0.38Zr0.62,8.7
3296,Tc0.875Ti0.125,8.7
3297,C1Mo0.8Ta0.2,8.7
3298,Y1Ni1.8Mn0.2B2C1,8.7
3299,Bi0.35Pb0.65,8.7
3300,Y1Ni1.94Ru0.06B2C1,8.7
3301,Y0.8Pr0.2Ni2B2C1,8.68
3302,Ta0.6Mo0.4C1,8.67
3303,Y0.9Gd0.1Rh4B4,8.66
3304,Sr1Fe1.84Ni0.16As2,8.65
3305,Bi0.3Pb0.7,8.63
3306,Be22Mo0.4Re0.6,8.6
3307,La1.82Ba0.18Cu0.99Ga0.01O4,8.6
3308,Nb0.2Zr0.8,8.6
3309,Be0.8Os0.2,8.6
3310,V3Si0.5Ga0.5,8.6
3311,Be22Mo0.3Re0.7,8.6
3312,V0.7Zr0.3,8.6
3313,Mg1C1Ni2.9Fe0.1,8.58
3314,La1Fe0.975Co0.025As1O1,8.58
3315,La1.885Sr0.115Cu0.99Zn0.01O4,8.56
3316,Nb0.957Ta0.043,8.55
3317,Er0.9Tb0.1Ni2B2C1,8.52
3318,Er1Ni1.94Fe0.06B2C1,8.5
3319,C0.1N0.9Nb1,8.5
3320,Ba7.76Si46,8.5
3321,C1Mo0.75Ta0.25,8.5
3322,Ta0.8Mo0.2C1,8.5
3323,Mo0.82Re0.18,8.5
3324,Nb0.14Re0.86,8.5
3325,La2.9952Gd0.0048In1,8.5
3326,Zr1Ru1P1,8.496153846
3327,Sr0.5Eu0.5Fe1.76Co0.24As2,8.45
3328,C0.64Mo1,8.45
3329,Ba1Fe1.64Ru0.36As2,8.43
3330,Nb0.938Ta0.062,8.42
3331,Mo0.02Nb0.98,8.41
3332,Zr1Ru1P0.95B0.05,8.4
3333,Re0.71V0.29,8.4
3334,V2.781Co0.219Ga1,8.4
3335,Nb0.9Ta0.1,8.4
3336,Nd1.85Ce0.15Cu0.994Ni0.006O4,8.4
3337,Nb2.85V0.15Au1,8.4
3338,Bi0.5Pb0.5,8.4
3339,Er1Ni1.96Fe0.04B2C1,8.355
3340,K0.9Bi1.1O3,8.35
3341,La1.84Ba0.16Cu0.99Ga0.01O4,8.3
3342,Nb2.1Mo0.9Al1,8.3
3343,V0.6Zr0.4,8.3
3344,Mg1B1.4Be0.6,8.3
3345,Bi0.26Pb0.74,8.3
3346,Be22Mo0.6Re0.4,8.3
3347,Re0.73W0.27,8.3
3348,Ba1Fe1.738Rh0.262As2,8.3
3349,Nb3Si0.5Sn0.5,8.3
3350,Ta0.685Ti0.315,8.28
3351,Mo0.815Re0.185,8.27
3352,Y2I1.5Cl0.5C2,8.25
3353,Er0.98Gd0.02Rh4B4,8.22
3354,Er0.79Ho0.21Rh4B4,8.22
3355,Th1.6Er0.4C3,8.2
3356,Nb3Sn0.73Ge0.27,8.2
3357,La1.88Ba0.12Cu0.99Ga0.01O4,8.2
3358,C3Er0.4Th1.6,8.2
3359,La2.98Ce0.02In1,8.2
3360,Fe1Te0.93Se0.07,8.2
3361,Th1.8Er0.2C3,8.2
3362,Ba7.61Si46,8.2
3363,Fe0.95Co0.05Se0.3Te0.7,8.2
3364,C3Er0.2Th1.8,8.2
3365,Y1Ni1.9Fe0.1B2C1,8.2
3366,Ba1Fe1.55Ru0.45As2,8.18
3367,Nb0.87Ta0.13,8.15
3368,Bi0.2Pb0.8,8.15
3369,Y1Ni1.86Co0.14B2C1,8.13
3370,Au0.15Sb0.85,8.1
3371,V3Si0.25Ga0.75,8.1
3372,C3Er0.6Th1.4,8.1
3373,Th1.4Er0.6C3,8.1
3374,Y0.8Gd0.2Ni2B2C1,8.1
3375,La1.75Sr0.25Cu0.98Ni0.02O4,8.1
3376,K0.95Bi1.05O3,8.1
3377,Zr1Ru1P0.9B0.1,8.1
3378,Nb0.85Ta0.15,8.08
3379,Er0.97Gd0.03Rh4B4,8.06
3380,Er0.73Ho0.27Rh4B4,8.06
3381,Bi0.625Pb0.375,8.05
3382,B2Nb0.6,8.04
3383,Bi0.575Pb0.425,8.03
3384,La1.8Sr0.2Cu0.65Ni0.35O4,8
3385,Ir0.25Zr0.75,8
3386,La1.737Sr0.263Cu1O4,8
3387,Ba0.83K0.17Fe2As2,8
3388,Ba0.779Na0.221Fe2As2,8
3389,Bi2Sr1.3Sm0.7Cu1O6.405,8
3390,Mg1C1Ni2.8Fe0.2,8
3391,Nd1.85Ce0.15Cu0.95Zn0.05O4,8
3392,La1.85Sr0.15Cu0.9775Zn0.0225O4,8
3393,Fe0.5Ba2Sm1Cu2.5O7.54,8
3394,Tm1Ni1.96Fe0.04B2C1,7.97
3395,Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
3396,B2Nb0.7,7.96
3397,Bi0.1Pb0.9,7.95
3398,Er1Rh3.6Ir0.4B4,7.95
3399,La2.9889Gd0.0111In1,7.92
3400,Lu2.5Sc2.5Ir4Si10,7.915
3401,Lu0.25Sc4.75Ir4Si10,7.91
3402,Y2I1Br1C2,7.9
3403,Nb3Rh0.1Pt0.9,7.9
3404,La0.5Th0.5Ni1C2,7.9
3405,Ir0.375Nb0.625,7.9
3406,Gd0.02In1La2.98,7.9
3407,Tc0.6W0.4,7.89
3408,La1Bi1S2F0.7O0.3,7.86
3409,Ba0.5K0.5Fe1.7Zn0.3As2,7.86
3410,Ta0.52Ti0.48,7.86
3411,Lu0.8Er0.2Ru1B2,7.85
3412,Rh0.08Zr0.92,7.85
3413,Mo0.6Ru0.4,7.85
3414,La1.84Sr0.16Cu0.97Zn0.03O4,7.85
3415,Nb0.803Ta0.197,7.85
3416,Ba1Fe1.92Co0.08As2,7.833333333
3417,Pb0.95Sb0.05,7.83
3418,H0.05Nb0.95,7.83
3419,Mo0.05Nb0.95,7.815
3420,Y0.79Gd0.21Ni2B2C1,7.81
3421,V3Si0.52Ga0.48,7.8
3422,La1Fe1P1F0.03O0.97,7.8
3423,V0.4Zr0.6,7.8
3424,La1Fe1P1F0.08O0.92,7.8
3425,La3In0.8Sn0.2,7.8
3426,Nb5Si2.4B0.6,7.8
3427,In0.8La3Sn0.2,7.8
3428,Bi0.23Pb0.77,7.8
3429,Ba0.91La0.09Fe2As2,7.76
3430,Li2Pd3B0.95Al0.05,7.75
3431,Pb0.36Sn0.64,7.75
3432,Eu1.85Ce0.15Cu1O4,7.75
3433,Lu2Ir3Si4.9Ge0.1,7.74
3434,Ca2.8Co0.2Rh4Sn13,7.73
3435,C1Mo0.5Ta0.5,7.7
3436,Ta0.455Zr0.545,7.7
3437,Y0.75Pr0.25Ni2B2C1,7.7
3438,Bi0.45Pb0.55,7.7
3439,Li2Pd2.94Ni0.06B1,7.7
3440,La0.6Th0.4Ni1C2,7.7
3441,La2.916Pr0.084Tl1,7.7
3442,Bi0.07Pb0.93,7.7
3443,Lu3.5Sc1.5Ir4Si10,7.665
3444,Li2Pd2.85Ni0.15B1,7.663333333
3445,Li1Fe0.925Co0.075As1,7.66
3446,Lu1Sc4Ir4Si10,7.655
3447,Nb0.8Ta0.2,7.62
3448,Er0.95Gd0.05Rh4B4,7.61
3449,Nb0.1Zr0.9,7.6
3450,Au0.22Nb0.78,7.6
3451,Nb0.97Tc0.03,7.6
3452,Mo0.5Re0.5,7.6
3453,Nb3Sn0.39Ge0.61,7.6
3454,La0.4Th0.6Ni1C2,7.6
3455,B2Nb0.5,7.56
3456,Er1Rh2.4Ir1.6B4,7.56
3457,La2.91Pr0.09Tl1,7.55
3458,Lu0.574Dy0.426Ni2B2C1,7.54
3459,Lu0.9Ho0.1Ru1B2,7.53
3460,Na1Fe0.92Co0.08As1,7.53
3461,Ta0.36Ti0.64,7.53
3462,Ti0.42V0.58,7.52
3463,Tc0.5W0.5,7.52
3464,La1Fe1As0.25P0.75O1,7.52
3465,Si0.2V0.8,7.51
3466,Pd0.1Zr0.9,7.5
3467,Lu0.6Dy0.4Ni2B2C1,7.5
3468,Sm1Fe0.96Ni0.04As1O1,7.5
3469,La0.99Y0.01Fe0.995Mn0.005As1F0.11O0.89,7.5
3470,V2.79Ce0.21Ga1,7.5
3471,Au0.1Sb0.9,7.5
3472,C1Mo0.2Ta0.8,7.5
3473,Li2Pd3B0.9Al0.1,7.49
3474,Ti0.415V0.585,7.49
3475,Pr1Fe0.85Co0.15As1O1,7.485
3476,Pr1Fe0.9Co0.1As0.5P0.5O1,7.46
3477,Pb0.57Sn0.43,7.45
3478,Ho0.97La0.03Ni2B2C1,7.44
3479,Mg1C1Ni2.95Co0.05,7.42
3480,Ba1Fe1.945Ni0.055As2,7.4
3481,Nb3Rh0.3Pt0.7,7.4
3482,V3Si0.46Ga0.54,7.4
3483,Ba1Fe1.948Mo0.052As2,7.4
3484,Nb0.25Ti0.75,7.4
3485,Nb3Al0.15Ge0.85,7.4
3486,Sr1Fe1.8Ni0.2As2,7.4
3487,K0.85Bi1.15O3,7.4
3488,Tm1Ni1.92Fe0.08B2C1,7.39
3489,H0.985Pd1,7.39
3490,Bi0.05Pb0.95,7.388
3491,H0.1Nb0.9,7.38
3492,Ti0.4V0.6,7.38
3493,Mo0.42Re0.58,7.375
3494,Er1Ir2Rh2B4,7.37
3495,Fe1Te0.8S0.2,7.36625
3496,H0.983Pd1,7.355
3497,Tc0.7V0.3,7.355
3498,Bi0.4Sn0.6,7.34
3499,Lu0.9Dy0.1Ru1B2,7.34
3500,Er0.46Ho0.54Rh4B4,7.32
3501,Er1Ni1.965Fe0.035B2C1,7.31
3502,Ti0.2V0.8,7.305
3503,Hf0.025Re0.975,7.3
3504,Rh0.3W0.7,7.3
3505,La1.85Sr0.15Cu0.975Zn0.025O4,7.3
3506,La2Cu0.97Zn0.03O4.1,7.3
3507,Nb3Al0.39Ge0.61,7.3
3508,Nb3Ge0.5Ga0.5,7.3
3509,Lu0.88Gd0.12Ni2B2C1,7.3
3510,Bi0.8Sn0.2,7.3
3511,Ga0.5Ge0.5Nb3,7.3
3512,In0.7Sn0.3,7.3
3513,Lu0.8Tm0.2Ru1B2,7.295
3514,Pb0.9904Sb0.0096,7.29
3515,Mg1C1Ni2.9Co0.1,7.29
3516,H00.33Nb0.67,7.28
3517,Fe1Te0.75S0.25,7.28
3518,H0.33Nb0.67,7.28
3519,Pb0.95Sn0.05,7.268
3520,Nb0.95W0.05,7.25
3521,Li2Pd2.7Ni0.3B1,7.233333333
3522,La1.83Sr0.17Cu0.96Ni0.04O4,7.233333333
3523,Er0.85Tb0.15Ni2B2C1,7.225
3524,La1.821Ce0.179Cu1O4,7.225
3525,Bi0.0105Pb0.9895,7.214
3526,La1Fe1P1F0.05O0.95,7.21
3527,Th1.4Sc0.6C3,7.2
3528,Al0.1Be0.9,7.2
3529,V3Si0.4Ge0.6,7.2
3530,Nb0.26Re0.74,7.2
3531,Mg1C1Ni2.8Co0.2,7.2
3532,Sr1Fe1.86Co0.14As2,7.2
3533,Ti0.516V0.484,7.2
3534,V3Ga0.7Sn0.3,7.2
3535,La0.7Th0.3Ni1C2,7.2
3536,Na0.28Pb0.72,7.2
3537,La0.1Ce0.9Ru2,7.194
3538,La0.05Ce0.95Ru2,7.181
3539,In0.005Pb0.995,7.181
3540,Mo0.61Ru0.39,7.18
3541,La1Fe0.95Ir0.05As1O1,7.18
3542,Tc0.4W0.6,7.18
3543,In0.5Sn0.5,7.175
3544,In0.01Pb0.99,7.173
3545,Pb0.9Sn0.1,7.17
3546,Ba1Fe1.866Pd0.134As2,7.16
3547,Ti0.6V0.4,7.15
3548,In0.02Pb0.98,7.15
3549,Pb0.9848Tl0.0152,7.135
3550,Hg0.0307Pb0.9693,7.134
3551,Cd0.0263Pb0.9737,7.124
3552,Pb0.9Zn0.1,7.12
3553,La1Bi1S2F0.2O0.8,7.11
3554,La2.9579Ce0.0421In1,7.11
3555,In0.0293Pb0.9707,7.109
3556,Th1.2Sc0.8C3,7.1
3557,Mg1C1Ni2.6Co0.4,7.1
3558,Ba8Si43Ge3,7.1
3559,Nd1Fe0.95Rh0.05As1O1,7.1
3560,Ta0.745Zr0.255,7.1
3561,Tb0.2Er0.8Ni2B2C1,7.1
3562,Sn0.65Tl0.35,7.1
3563,Ba1Fe1.24Ru0.76As2,7.1
3564,In0.05Pb0.95,7.091
3565,In0.04Pb0.96,7.075
3566,Ti0.615V0.385,7.07
3567,In0.06Pb0.94,7.061
3568,Pb0.96Tl0.04,7.06
3569,Pr0.8Sr0.2Fe0.95Co0.05As1O1,7.05
3570,Re0.83Ti0.17,7.05
3571,Pb0.28Sn0.72,7.05
3572,Hf1V1.85Fe0.15,7.04
3573,In0.087Pb0.913,7.035
3574,Li2Pd2.4Ni0.6B1,7.033333333
3575,Sc0.5V0.5,7.03
3576,In0.08Pb0.92,7.025
3577,Y0.78Gd0.22Ni2B2C1,7.02
3578,La2.96Ce0.04In1,7.01
3579,Bi0.6Sn0.4,7
3580,La1.869Ba0.131Cu0.99Ni0.01O4,7
3581,Sr1Fe1.6Pt0.4As2,7
3582,Ba1Pt3Au1Ge12,7
3583,Ba0.833K0.167Fe2As2,7
3584,Rh0.4Zr0.6,7
3585,C3Er0.8Th1.2,7
3586,Y1Ni1.9Ru0.1B2C1,7
3587,Th1.2Er0.8C3,7
3588,La1Fe1As1F0.055O0.945,7
3589,C1Hf0.25Nb0.75,7
3590,Ho1Ni1.99Fe0.01B2C1,7
3591,Sr2Cu1C0.96B0.04O5,7
3592,Nb0.93Tc0.07,7
3593,Nb0.7Ta0.3,6.985
3594,Nd1Fe1As0.2P0.8F0.1O0.9,6.98
3595,Sc4.5Dy0.5Ir4Si10,6.95
3596,Cr0.071Nb0.929,6.95
3597,In0.2Pb0.8,6.95
3598,Nb0.9V0.1,6.95
3599,Lu0.65Er0.35Ru1B2,6.94
3600,Sc0.4V0.6,6.94
3601,Ba0.1K0.9Fe2As2,6.93
3602,Mg1C1Ni2.999Fe0.001,6.93
3603,Mg1C1Ni2.995Ru0.005,6.92
3604,Cd0.1Pd0.9,6.92
3605,La2.9745Gd0.0255In1,6.92
3606,Ti0.5V0.5,6.905
3607,Y4Dy1Os4Ge10,6.9
3608,Bi0.25Pb0.75,6.9
3609,V3Ga0.78Sn0.22,6.9
3610,Mo1.965Zr0.035B1C1,6.9
3611,Mo0.39Ru0.61,6.9
3612,Pb0.89Tl0.11,6.88
3613,Mg1C1Ni2.7Fe0.3,6.88
3614,Er0.9Gd0.1Rh4B4,6.88
3615,Er0.91Gd0.09Rh4B4,6.87
3616,Re0.6W0.4,6.866666667
3617,Pr0.8Sr0.2Fe0.9Co0.1As1O1,6.86
3618,Ti0.106V0.894,6.86
3619,Hf0.4Ta0.6,6.85
3620,Nb0.63Ta0.37,6.84
3621,Sc0.6V0.4,6.84
3622,Mo1.8W0.2B1C1,6.82
3623,Re0.92V0.08,6.8
3624,C3Er0.1Th1.9,6.8
3625,Nb0.64Ta0.36,6.8
3626,In0.1Pb0.9,6.8
3627,La1Fe1P1F0.06O0.94,6.8
3628,Nb3Sn0.3Sb0.7,6.8
3629,La0.92Tm0.08Ru3Si2,6.8
3630,Th1.9Er0.1C3,6.8
3631,Y0.9La0.1B6,6.8
3632,Th1.6Sc0.4C3,6.8
3633,Mg1C1Ni2.97Cu0.03,6.8
3634,Re0.67Zr0.33,6.8
3635,Nb3Sn0.56Ge0.44,6.8
3636,Fe1Te0.88S0.12,6.8
3637,Cu0.1Sn0.9,6.8
3638,Ag0.9Sn1.1Se1.8S0.2,6.79
3639,Bi0.85Sb0.15,6.79
3640,Sc0.3V0.7,6.76
3641,Er1Rh2Ir2B4,6.76
3642,Y1Ni1.8Co0.2B2C1,6.75
3643,Lu2Ir3Si4.95Ge0.05,6.75
3644,Re0.35W0.65,6.75
3645,Hg0.15Pb0.85,6.75
3646,Nb0.25Re0.75,6.75
3647,Pb0.85Tl0.15,6.73
3648,Mg1C1Ni2.99Ru0.01,6.715
3649,Ir0.26Mo0.74,6.7
3650,Fe1Te0.95Se0.05,6.7
3651,Th1.8Sc0.2C3,6.7
3652,Mo1.9Nb0.1B1C1,6.7
3653,Hf0.32Ta0.68,6.68
3654,Cr0.05Nb0.95,6.66
3655,Tm1Ni1.9Fe0.1B2C1,6.64
3656,Ho0.95La0.05Ni2B2C1,6.62
3657,Cu0.14Sn0.86,6.62
3658,La1Ru2.94Co0.06Si2,6.62
3659,Hf0.25Zr0.75,6.62
3660,Mg0.1Pb0.9,6.61
3661,Re0.5W0.5,6.61
3662,Hf0.52Ta0.48,6.61
3663,Ir0.42Ta0.58,6.6
3664,C1Hf0.25Mo0.75,6.6
3665,Lu5Ir4Si8Ge2,6.6
3666,Nb3Rh0.5Au0.5,6.6
3667,La1Fe0.875Co0.125As1O1,6.6
3668,H0.94Pd1,6.6
3669,La1.85Sr0.15Cu0.976Zn0.024O4,6.6
3670,Mo0.75Rh0.25,6.6
3671,Nb5Si2.2B0.8,6.6
3672,N1Nb0.9V0.1,6.6
3673,Li2B1Pd2.7Pt0.3,6.59
3674,Lu4Sc1Ir4Si10,6.59
3675,Li2Pd2.55Ni0.45B1,6.58
3676,Hf0.2Ta0.8,6.58
3677,B2Nb0.4,6.57
3678,Nb0.6Ta0.4,6.56
3679,Rh0.25Zr0.75,6.556666667
3680,Mo0.1Nb0.9,6.55
3681,Ce0.94La0.06Ru2,6.55
3682,Ce0.9Pr0.1Ru2,6.55
3683,Nb0.58Ta0.42,6.54
3684,Zr2Co0.95Cu0.05,6.52
3685,Mg1C1Ni2.98Ru0.02,6.51
3686,Al0.3Be0.7,6.5
3687,Th1Sc1C3,6.5
3688,Nd1.85Ce0.15Cu0.985Fe0.015O4,6.5
3689,Th1Ir1Si1,6.5
3690,Mo0.28Re0.72,6.5
3691,Ag0.8Ga0.2,6.5
3692,La1.94Sr0.06Cu1O3.995,6.5
3693,La1Fe0.96Ni0.04As1O1,6.5
